id_idrecco,Status_2022,project_name,secondary_name,country name,last_full_update_yr,area,starting_year,ending_year,duration,project_description,project_objective1,project_objective2,project_objective3,deforestation_driver,forest_type,project_type,dominant_type,precision_ar_type,protected_area,pa_name,pa_size,pa_proportion,country,FPIC,participatory_approach,location_details,legal_tenure,customary_use,contested,carbon_general_ND,carbon_credits_ND,financing_ND,communities_ND,Longitude,Latitude,Multiple locations,Region,jurisdiction_level1,jurisdiction_level2,crediting_period,er_period_calculation,annual_carbon_credits,total_carbon_credits,emission_reduction_buffer,emission_reduction_net,emission_reduction_gross,emission_leakage,other_emission,leakage_yesno,leakage_belt_perc,carbon_pool,carbon_pool_other,gas_type,gas_type_other,ref_period_start,ref_period_end,additionality_analyses,standard_1,is_certified_1,validation_date_1,standard_report_1,date_expired_1,standard_2,is_certified_2,validation_date_2,standard_report_2,date_expired_2,standard_3,is_certified_3,validation_date_3,standard_report_3,date_expired_3,source_2020,source_2022,monetary_benefit_yn,monetary_benefit_type,monetary_benefit_detail,Direct cash (y/n),employment_yn,employment_amount,non_cash_benefits_yn,non_cash_benefits_describe,economic_activities_list,economic_activities_details,tenure_yn,tenure_describe,education_yn,education_describe,restriction_yn,restriction_describe,enhancement_yn,enhancement_describe,infrastructure_yn,infrastructure_describe,wellbeing_yn
292,Ended,Amazon backyards,Quintais amazônicos,Brazil,2020,ND,ND,ND,ND,To provide support for family farmers and those in Agrarian Reform settlements in the state of Rondônia. residents in the municipalities of Itapuã do Oeste. Cujubim and Machadinho d’Oeste. in order to: (i) enroll rural properties in the Rural Environmental Registration (CAR); and (ii) carry out planting and conduct research on agroforestry systems to recover altered or degraded areas on legal reserves and permanent preservation areas,biodiversity conservation,social development,ND,ND,humid,ARR,ARR,agroforestry. ecosystem restoration. plantation,no,NA,NA,NA,NA,ND,ND,Municipalities of Machadinho d’Oeste. Cujubim and Itapuã do Oeste in the state of Rondônia. Coordinates inputted for Cujubim. not precise location of project,ND,ND,ND,ND,ND,good data,good data,-62.583846,-9.368839,Yes,South America,State : Rondônia,Municipality : Machadinho d’Oeste. Cujubim and Itapuã do Oeste,ND,,,ND,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,Amazon Fund 2013 report,Amazon Fund 2013 report,Yes,Conditional,Payment for Environmental Services (no detail),ND,ND,ND,Yes,trainings families in techniques to produce saplings and agroforestry production |  training families to manage associations and cooperatives as a means to accessing the market,agroforestry,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
804,Ended,Xingu Headwaters Carbon Project,,Brazil,2020,181.8,ND,2016,6,The project comprises the restoration of native vegetation in degraded riparian areas on private farms in the basin of the Xingu River in the state of Mato Grosso. It results directly in climate benefits. since previous land use does not fix carbon above ground. Therefore. forest restoration activities implies on net removals of CO2.,biodiversity conservation,social development,climate,industrial agriculture or cattle ranching. industrial wood exploitation,ND,ARR|Other,ARR,ecosystem restoration,ND,NA,NA,NA,NA,yes,yes,Private properties in the Xingu Basin in Mato Grosso. Brazil. Coordinates inputted for the Fazenda Paranotapa plot,,,,good data,few data or bad quality,good data,good data,-52.412316,-10.205759,Yes,South America,State : Mato Grosso,Municipalities: Canarana. Paranatinga. São Félix do Araguaia. São José do Xingu. Gaúcha do Norte. Feliz Natal. Querência. União do Sul. Nova Ubiratã and Marcelândia,2010-2042,,,63897,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,ND,,Yes,Conditional,Seed collection generates income for communities who sell through the Rede de Sementes do Xingu to the farms that are part of the project,ND,Yes,ND,Yes,Strengthening of the Rede Sementes do Xingu (Xingu Seed Network).promoting the acquisition of large amounts of seeds from the network. generating income for indigenous people and small farmers.,tree planting,ISA is responsible for planting seeds and seedlings along with the landowners. providing materials and technical knowledge,Yes,Land tenure clarification of the rural properties along Xingu headwaters.In order to participate in the project the property must have clear tenure rights.,Yes,The Xingu seeds network offers activities of environmental education.,ND,ND,Yes,Forest restauration with native species,ND,ND,ND
880,Ended,The Juruá and Carauari REDD Project,,Brazil,2020,2299247,ND,2043,30,,climate,biodiversity conservation,ND,ND,humid,REDD,REDD,NA,yes,Multiple protected areas,ND,ND,ND,ND,yes,Juruá and Carauari municipality,,,,good data,ND,ND,good data,-66.062234,-3.474666,Yes,South America,State:  Amazonas,Municipality: Juruá and Carauari,2013-2043,,,418603528,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,withdrawn,ND,https://www.climate-standards.org/2013/01/30/the-jurua-and-carauari-redd-project/,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://registry.verra.org/app/projectDetail/CCB/1642

https://www.climate-standards.org/2013/01/30/the-jurua-and-carauari-redd-project/","https://registry.verra.org/app/projectDetail/CCB/1642

https://www.climate-standards.org/2013/01/30/the-jurua-and-carauari-redd-project/",ND,ND,ND,ND,ND,ND,Yes,Training of community members about the agroecological management of soil and water |  Routine training in production techniques for the surrounding communities,agriculture | fishing | NTFP,ND,ND,ND,Yes,Educational campaigns and mobilization for training |  Environmental Education as a tool of sensitization and awareness of adjacent population.,ND,ND,ND,ND,ND,Improving infrastructure and basic sanitation in the villages,Yes
391,Ended,Restoration of degraded ecosystems in the Sahel,,Burkina Faso,2018,10000,ND,2017,8,"The project restores and maintains the Sahelian woodland in the northern region of Burkina Faso in close collaboration with communities of farmers whose livelihoods are based on it.
The project was part of the efforts undertaken by the Burkinabe government. local authorities. local communities and NGOs to combat desertification in the Sahel. to strengthen sustainable use of natural resources by pastoralists and farmers living in the Northern part of Burkina Faso. This specifically aimed to restore vegetation in areas used as grazing pasture by
livestock farmers and agro-pastoralists. Project has been transferred to a local organization.",biodiversity conservation,non timber production,social development,cattle grazing. local livelihoods. slash and burn agriculture,dry,ARR,ARR,ecosystem restoration,yes,Sahel Partial Faunal Reserve,10000,100%,4,yes,yes,"Sahelian Forest. Northern part of
Burkina Faso. Coordinates set for Sahel reserve. not precise coordinates of the project",state,communities,ND,few data or bad quality,ND,few data or bad quality,good data,-1.253396,13.755354,Yes,Africa,Province : Seno and Namentenga,Municipalities : Bani. Dori. and Yalgo,ND,,,ND,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.planvivo.org/wp-content/uploads/Approved-PIN-Burkina-Faso-OZG-F.pdf;
http://www.ozg.be/","http://www.planvivo.org/wp-content/uploads/Approved-PIN-Burkina-Faso-OZG-F.pdf;
http://www.ozg.be/",Check,Unclear,for seed collection. seeding. monitoring activities. re-seeding.,ND,ND,ND,Yes,plantations will be considered in cooperation with local communities e.g. Acacia Senegal for Arabic gum production.,agriculture | microenterprise,Increase in plot plantations and revenues from activities such as selling crafts and agricultural products on the local market.,Yes,Sites considered are part of the Great Green Wall and managed by the Grande Muraille Verte organization in Senegal,Yes,Importance of forests for not only environment but also livelihood of local communities,Yes,In the Sahel region of Senegal cattle pressure is very high. therefore a fence will be built around the reforestation sites together with the local communities. If no fence in the first 5 years after seeding. the seedlings will be eaten by the cattle.,Yes,Majority of sites will be reforestation of totally degraded grasslands with no trees any more. Some sites will be enhancements as limited trees are still there |  reforestation will bring these sites to woodland or better level.,ND,ND,Yes
353,Ended,REDD+ Project for the support zones of Korup National Park,,Cameroon,2020,125900,ND,ND,ND,This is a project aims to reduce deforestation of the Korup forest and enhance carbon stocks through afforestation and reforestation in the forest reserve as well as its buffers.,biodiversity conservation,climate,ND,ND,ND,REDD,REDD,NA,yes,Korup National Park,ND,ND,ND,ND,ND,Southwest Cameroon. Coordinates set for Korup National Park. not precise location of the project,state,state and communities,ND,few data or bad quality,ND,few data or bad quality,ND,9.057109,5.285738,No,Africa,Province : Southwest,Department : Manyu and Ndian,ND,,,3294165,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,http://theredddesk.org/countries/initiatives/redd-project-support-zones-korup-national-park (authorization is needed to access the website as of August 2020);,http://theredddesk.org/countries/initiatives/redd-project-support-zones-korup-national-park (authorization is needed to access the website as of August 2020);,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
163,Ended,MASISA S.A. Chile,,Chile,2018,85687,ND,2006,3,MASISA S.A. is a forest company with plantations of pine and eucalyptus. which are FSC-certified. located in Chile. Argentina. Brazil. and Venezuela. MASISA is a member of the Chicago Climate Exchange (CCX). The project aims to sequested carbon through a CO2 reduction model in MASISA's tree plantations.,timber production,climate,ND,ND,ND,ARR|IFM,ARR,plantation,no,NA,NA,NA,NA,no,no,From 8th to 10th Regions. Coordinates approximated according to marker on FCP webpage. Not very precise,private,private,ND,good data,ND,few data or bad quality,ND,-71.898319,-35.707354,No,South America,Region: 8th to 10th,ND,2003-2006,,,2317551,0,76692,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCX,certified,39903,http://www.rainforest-alliance.org/climate/documents/Masisa_assessment.pdf,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://www.forestcarbonportal.com/project/masisa-sa ;

http://www.rainforest-alliance.org/climate/documents/Masisa_assessment.pdf;

http://theredddesk.org/countries/initiatives/masisa-sa (not available as of july. 2014);","http://www.forestcarbonportal.com/project-list;

http://www.rainforest-alliance.org/climate/documents/Masisa_assessment.pdf;

http://theredddesk.org/countries/initiatives/masisa-sa (not available as of july. 2014);",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
605,Ended,Reforestation on Degraded Lands in Northwest Guangxi,,China,2020,8015,ND,2048,40,"The purpose of the proposed A/R CDM project activity is to realize multiple socio-economic and environmental benefits (climate change mitigation. local community development. biodiversity conservation and soil erosion control) through restoring forest vegetation on degraded lands. Specific project objectives include:
- to sequester carbon dioxide through reforestation on degraded lands in headwater areas of the Pearl River;
- to control soil and water erosion and land degradation in the selected project areas;
- to enhance biodiversity conservation by increasing forest cover and nature habitat connectivity;
- to generate income for the local farmers and promote the local community development.",biodiversity conservation,social development,climate,cattle grazing. illegal logging. local livelihoods. Natural Disaster. slash and burn agriculture,dry|humid,ARR,ARR,plantation,no,NA,NA,NA,NA,ND,yes,Guangxi Zhuang Autonomous Region,state and communities,communities,no,good data,good data,few data or bad quality,good data,ND,ND,Non,Asia,Province/Autonomous Region : Guangxi,County/District/City/Prefecture : Longlin. Tianlin. and Linyun,2008-2028,,,1746158,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,expired,40512,http://www.climate-standards.org/2008/07/01/reforestation-on-degraded-lands-in-northwest-guanxi/,ND,CDM,certified,40254,https://cdm.unfccc.int/Projects/DB/TUEV-SUED1269622804.39/view,ND,none,ND,ND,http://www.vcsprojectdatabase.org/,ND,"http://www.forestcarbonportal.com/project/reforestation-degraded-lands-northwest-guangxi;

http://cdm.unfccc.int/Projects/DB/TUEV-SUED1269622804.39/view;

http://www.climate-standards.org/2008/07/01/reforestation-on-degraded-lands-in-northwest-guanxi/;

CCBA PDD: https://s3.amazonaws.com/CCBA/Projects/Reforestation_on_Degraded_Lands_in_Northwest_Guangxi/CCBA-PDD_Baise_10-09-2010%5B1%5D.pdf

CCBA validation report: https://s3.amazonaws.com/CCBA/Projects/Reforestation_on_Degraded_Lands_in_Northwest_Guangxi/CCBA_Validation_Report_30Nov10.pdf","http://www.forestcarbonportal.com/project/reforestation-degraded-lands-northwest-guangxi;

http://cdm.unfccc.int/Projects/DB/TUEV-SUED1269622804.39/view;

http://www.climate-standards.org/2008/07/01/reforestation-on-degraded-lands-in-northwest-guanxi/;

CCBA PDD: https://s3.amazonaws.com/CCBA/Projects/Reforestation_on_Degraded_Lands_in_Northwest_Guangxi/CCBA-PDD_Baise_10-09-2010%5B1%5D.pdf

CCBA validation report: https://s3.amazonaws.com/CCBA/Projects/Reforestation_on_Degraded_Lands_in_Northwest_Guangxi/CCBA_Validation_Report_30Nov10.pdf",Yes,Conditional,The farmers. communities and forest company will share income from forest products in proportion to their inputs. while farmers and communities will share a greater portion of revenue from CER transactions,ND,Yes,20-50,Yes,Training to local communities and farmers on plantation management technologies |  technical training on good practices for tree planting and forest management,fuel efficient stoves | plantation forestry | tree planting,Both native and exotic plantings (masson pines. chinese fir. etc.) See PDD. |  48 long-term job positions. and 4.65 million person-days of temporary employment opportunities.,No,Tenure clarification not mentioned,Yes,awareness training to local farmers/communities on forest fire,Yes,patrolling and monitoring forest fire,Yes,Rejuvenating local communities grasslands and barren lands | ,No,Infrastructure development not described,No
606,Ended,Afforestation and Reforestation on Degraded Lands in Northwest Sichuan. China,,China,2020,2551,ND,2067,60,"To contribute to the local sustainable development. the proposed A/R CDM project activity aims to:
- Sequester carbon dioxide and mitigating climate change;
- Enhance biodiversity conservation by increasing the connectivity of forests adjacent to nature reserves;
- Improve soil and water conservation in the upper reaches of the Yangtze River;
- Generate income for local communities.",biodiversity conservation,social development,climate,cattle grazing. illegal logging,other,ARR,ARR,plantation,no,NA,NA,NA,NA,ND,yes,Minjiang River and Jialingjiang River. Northwest Sichuan Province; 5 counties. Coordinates for rough approx. center of the 5 provinces according to PDD,state and communities,communities,no,good data,ND,good data,good data,103.570126,27.748496,No,Asia,Province/Autonomous Region : Sichuan,County/District/City/Prefecture : Beichuan. Lixian. Maoxian. Pingwu. Qingchuan,2007-2026,,,532627,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CDM,certified,39979,https://cdm.unfccc.int/Projects/DB/TUEV-SUED1245178993.13/view,43172,CCB,expired,40448,http://www.vcsprojectdatabase.org/,43172,none,ND,ND,ND,ND,"http://www.forestcarbonportal.com/project/afforestation-and-reforestation-degraded-lands-northwest-sichuan-china;
http://www.netinform.net/KE/files/pdf/CDM_PDD_AR_PDD_Sichuan_080116.pdf;
http://www.climate-standards.org/2008/04/15/afforestation-and-reforestation-on-degraded-lands-in-northwest-sichuan-china/;
https://cdm.unfccc.int/Projects/DB/TUEV-SUED1245178993.13/view","http://www.forestcarbonportal.com/project/afforestation-and-reforestation-degraded-lands-northwest-sichuan-china;
http://www.netinform.net/KE/files/pdf/CDM_PDD_AR_PDD_Sichuan_080116.pdf;
http://www.climate-standards.org/2008/04/15/afforestation-and-reforestation-on-degraded-lands-in-northwest-sichuan-china/;
https://cdm.unfccc.int/Projects/DB/TUEV-SUED1245178993.13/view",Yes,Conditional,40% of carbon benefits and 60% of the net income from timber.,ND,Yes,20-50,Yes,Training people on how to manage land effectively. improving watershed management |  training for local communities to extend the improved reforestation technologies,plantation forestry | tree planting,Native species planted.,Yes,this project can help to facilitate the enforcement of regulations and policies for stopping illegal agricultural cultivation and grazing.,Yes,awareness training to local farmers/communities on forest fire |  awareness of biodiversity conservation in the communities,Yes,patrolling and monitoring of forest fire. 51 permanent patrollers wil be employed |  Forest patrollers employed by the project at each community to conduct daily patrolling on project lands |  daily patrolling to improve management of reserves.,Yes,forestation on the degraded lands and local communities will own all timber revenue produced on lands within the project lifetime,No,Check,Yes
607,Ended,Small-scale Reforestation for Landscape Restoration,Small-scale Reforestation for Landscape Restoration. Tengchong County. Yunnan Province,China,2020,468,ND,2026,30,"The proposed A/R CDM project activity will contribute to poverty allevi
ation and environment. thus contribute to sustainable development. specifically:
- Establish a buffer zone between the nature reserve and the surrounded communities by restoring
forests at the fringe of the reserve. and alleviate pressure of communities on the nature reserve;
- Suppress the invasive weed. Eupatorium. and prevent its expansion toward the nature reserve. and as a result. to alleviate threat of the invasive species to the biodiversity conservation.
- Reduce soil erosion. The lands to be reforested are located at the upper reaches of Longchuanjiang River. which is an important branch of Irrawaddy River (an international river).
- Contribute to climate change mitigation by removing CO2 from atmosphere through the growth of planted trees.",biodiversity conservation,climate,social development,local livelihoods,dry|humid,ARR,ARR,ecosystem restoration. plantation,no,NA,NA,NA,NA,ND,yes,Tengchong County. Yunnan Province. China,communities,communities,no,good data,ND,few data or bad quality,few data or bad quality,ND,ND,Non,Asia,Province/Autonomous Region : Yunnan,County/District/City/Prefecture : Tengchong,2007-2037,,,151971,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CDM,in process,ND,http://cdm.unfccc.int/Projects/Validation/DB/XRBP7BQVJEKWNGD0RB8ISRVZVO6MCM/view.html,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"http://cdm.unfccc.int/Projects/Validation/DB/XRBP7BQVJEKWNGD0RB8ISRVZVO6MCM/view.html

http://www.netinform.net/KE/files/pdf/Tengchong_CDM_SSC_PDD_v4.pdf","http://cdm.unfccc.int/Projects/Validation/DB/XRBP7BQVJEKWNGD0RB8ISRVZVO6MCM/view.html

http://www.netinform.net/KE/files/pdf/Tengchong_CDM_SSC_PDD_v4.pdf",ND,ND,ND,ND,ND,ND,Yes,training on good practices,fuel efficient stoves | plantation forestry | tree planting,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
617,Ended,Multiple Reforestation on Degraded Lands in Maanshan Nature Reserve. Sichuan. P.R. China,Multiple Reforestation on Degraded Lands in Maanshan Nature Reserve,China,2018,120,ND,2037,30,"The proposed restoration project will artificially plant and abidingly manage 120 ha of native forest in the Ma’anshan Nature Reserve within south of Ganluo County. Sichuan province.
Specific objectives include:
- To establish a buffer zone between the nature reserve and the surrounded communities by restoring forests at the fringe of the reserve. alleviate pressure of communities on the nature reserve.
- To promote artificial restoration of forest ecosystems at the joint of three nature reserves. and extend the habitat for various wildlifes.
- To mitigate the soil erosion in the upper reaches of the Daduhe River.
- To contribute to climate change mitigation by removing CO2 from atmosphere through the growth of planted trees.",biodiversity conservation,climate,social development,local livelihoods. slash and burn agriculture,humid,ARR,ARR,,yes,Maanshan Nature Reserve,120,100%,5,no,yes,Maanshan Nature Reserve. Sichuan province,state,state and communities,ND,good data,ND,few data or bad quality,few data or bad quality,ND,ND,Non,Asia,Province/Autonomous Region : Sichuan,County/District/City/Prefecture : Ganluo,2007-2037,,,19710,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,withdrawn,ND,http://www.vcsprojectdatabase.org/,40674,none,ND,ND,ND,ND,none,ND,ND,ND,ND,http://www.climate-standards.org/2008/10/21/multiple-reforestation-on-degraded-lands-in-maanshan-nature-reserve-sichuan-p-r-china/,http://www.climate-standards.org/2008/10/21/multiple-reforestation-on-degraded-lands-in-maanshan-nature-reserve-sichuan-p-r-china/,ND,ND,ND,ND,Yes,more than 100,Yes,Training of farmers | ,fuel efficient stoves | plantation forestry | tree planting,"Sustainable fuel wood provided to households |  ""More than 100 local farmers could achieve the planting job in one month. and the reserve will employ 3 local farmers to administer patrolling and monitoring for more than 5 years.""",ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
694,Ended,Multiple-purposes Reforestation on Degraded Lands in Longyang,,China,2020,1342,ND,2038,30,"Longyang Forestry Farm. in cooperation with local farmers. will establish
1342.2 ha of multiple-purposes forests on degraded lands in Longyang County of Yunnan Province.
China. among which 93.4 ha of lands are located within the Gaoligongshan National Nature Reserve.
using native tree species",climate,biodiversity conservation,social development,cattle grazing. local livelihoods,ND,ARR,ARR,plantation,yes,Gaoligongshan National Nature Reserve,93,7%,ND,ND,yes,Wafang. Wadu. Mangkuan. Bingma. Pupiao. Longyang Forestry Farm. Longyang Conservation Post,,,,good data,ND,few data or bad quality,good data,99.164513,25.124169,Yes,Asia,Province: Yunnan,County/District/City/Prefecture : Longyang County,2008-2038,,,223189,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,CCB,withdrawn,ND,https://www.climate-standards.org/2008/07/01/multiple-purposes-reforestation-on-degraded-lands-in-longyang-p-r-china/,ND,none,ND,ND,ND,ND,none,ND,ND,ND,ND,"https://registry.verra.org/app/projectDetail/CCB/1607
https://www.climate-standards.org/2008/07/01/multiple-purposes-reforestation-on-degraded-lands-in-longyang-p-r-china/
https://s3.amazonaws.com/CCBA/Projects/Multiple-purposes_Reforestation_on_Degraded_Lands_in_longyang_Yuinnann_PR_China/Project_Design_Document_Form_for_Afforestation_and_Reforestation_Project_Activities.pdf

https://cdm.unfccc.int/Projects/Validation/DB/AIFMDOVYZFYQFZ1UZXRGE241NBGETF/view.html","https://registry.verra.org/app/projectDetail/CCB/1607
https://www.climate-standards.org/2008/07/01/multiple-purposes-reforestation-on-degraded-lands-in-longyang-p-r-china/
https://s3.amazonaws.com/CCBA/Projects/Multiple-purposes_Reforestation_on_Degraded_Lands_in_longyang_Yuinnann_PR_China/Project_Design_Document_Form_for_Afforestation_and_Reforestation_Project_Activities.pdf

https://cdm.unfccc.int/Projects/Validation/DB/AIFMDOVYZFYQFZ1UZXRGE241NBGETF/view.html",ND,ND,ND,ND,Yes,ND,Yes,training for local communities to assist them in understanding and evaluating the issues of hosting the proposed A/R CDM project activity. both on-site and off-site such as seed and seedling selection. nursery management. site preparation and planting.,NTFP | tree planting,ND,No,Tenure clarification not mentioned,No,ND,No,Check,No,Check,No,Infrastructure development not described,No
